Location,Coordinates,Date,Description,Weaponry,Casulties,Shot Down
Afula,"32.6091, 35.2892",17-03-2024,"Detonation: On 17 March 2024, Hezbollah forces in Lebanon fired an anti-tank missile toward Afula (Yizreel, HaZafon). The missile exploded in the air before reaching Afula.",anti-tank,0,0
Mattat,"33.0413, 35.3586",17-03-2024,"On 17 March 2024, Hezbollah forces in Lebanon fired three rockets toward Mattat (Akko, HaZafon) and Sasa. The rockets fell in open areas near Mattat and Sasa. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Sasa,"33.0272, 35.3941",17-03-2024,"On 17 March 2024, Hezbollah forces in Lebanon fired three rockets toward Mattat and Sasa (Zefat, HaZafon). The rockets fell in open areas near Mattat and Sasa. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Metulla,"33.2792, 35.5795",17-03-2024,"On 17 March 2024, Hezbollah forces in Lebanon fired an anti-tank missile toward the area of Metulla (Zefat, HaZafon). Heavy damage was caused to a vehicle. No casualties occurred.",anti-tank,0,0
Margaliyyot,"33.2147, 35.5449",17-03-2024,"On 17 March 2024, Hezbollah forces in Lebanon launched rockets toward northern Israel that fell in open areas between Misgav Am and Margaliyyot (Zefat, HaZafon).",rockets,0,0
Hanita,"33.0875, 35.1736",17-03-2024,"On 17 March 2024, Hezbollah forces in Lebanon fired a rocket toward Hanita (Akko, HaZafon). The rocket fell in an open area near Hanita.",unknown,0,0
Coast of Akko,"32.9326, 35.0653",17-03-2024,"Interception: On 17 March 2024, Israeli military forces intercepted a \",unknown,0,0
Malkiyya,"33.0983, 35.5108",16-03-2024,"On 16 March 2024, Hezbollah forces in Lebanon fired a number of rockets toward Malkiyya (Zefat, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Malkiyya. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Misgav Am,"33.2474, 35.5489",16-03-2024,"On 16 March 2024, Hezbollah forces in Lebanon fired a number of rockets toward Misgav Am (Zefat, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Misgav Am. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Kiryat Shmona,"33.2073, 35.572",16-03-2024,"On 16 March 2024, Hezbollah forces in Lebanon fired a rocket toward Kiryat Shmona (Zefat, HaZafon). The rocket fell in an open area near Kiryat Shmona. Israeli military forces retailiated with artillery fire.",unknown,0,0
Shlomi,"33.0726, 35.1458",15-03-2024,"On 15 March 2024, Hezbollah forces in Lebanon fired rockets toward Shlomi (Akko, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Shlomi.",rockets,0,0
Even Menahem,"33.0742, 35.294",15-03-2024,"On 15 March 2024, Hezbollah forces in Lebanon fired rockets toward Netu\",rockets,0,0
Malkiyya,"33.0983, 35.5108",15-03-2024,"On 15 March 2024, Hezbollah forces in Lebanon fired several rockets toward Malkiyya (Zefat, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Malkiyya. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Margaliyyot,"33.2147, 35.5449",15-03-2024,"On 15 March 2024, Hezbollah forces in Lebanon fired at least two rockets toward Margaliyyot (Zefat, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Margaliyyot. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Shetula,"33.0852, 35.3149",15-03-2024,"On 15 March 2024, Hezbollah forces in Lebanon fired several rockets toward Shetula (Akko, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets fell in open areas near Shetula. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Zarit,"33.0996, 35.2889",15-03-2024,"On 15 March 2024, Hezbollah forces in Lebanon fired rockets toward Zarit (Akko, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Zarit.",rockets,0,0
Malkiyya,"33.0983, 35.5108",14-03-2024,"On 14 March 2024, Hezbollah forces in Lebanon fired three projectiles toward Malkiyya (Zefat, HaZafon). The projectiles fell in open areas near Malkiyya.",projectile,0,0
Maayan Baruch,"33.2403, 35.609",14-03-2024,"Interception: On 14 March 2024, Israeli military forces intercepted a \",unknown,0,0
Yesud HaMaala,"33.0592, 35.6103",13-03-2024,"On 13 March 2024, Hezbollah forces in Lebanon fired three rockets toward Yesud HaMaala (Zefat, HaZafon) and surrounding areas. The rockets fell in open areas near Yesud HaMaala.",rockets,0,0
Shlomi,"33.0726, 35.1458",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired rockets toward Rosh HaNikra, Shlomi (Akko, HaZafon), Hanita, Matzuva, and surrounding areas. No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Rosh HaNikra, Shlomi, Hanita, and Matzuva. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Matzuva,"33.0638, 35.1576",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired rockets toward Rosh HaNikra, Shlomi, Hanita, Matzuva (Akko, HaZafon), and surrounding areas. No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Rosh HaNikra, Shlomi, Hanita, and Matzuva. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Nahariyya,"33.0089, 35.0981",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired rockets toward Nahariyya (Akko, HaZafon) and surrounding areas. No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Nahariyya. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Rosh HaNikra,"33.0861, 35.1135",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired rockets toward Rosh HaNikra (Akko, HaZafon), Shlomi, Hanita, Matzuva, and surrounding areas. No interceptions or direct hits to populated areas were reported, as the rockets fell in open areas near Rosh HaNikra, Shlomi, Hanita, and Matzuva. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Zarit,"33.0996, 35.2889",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired at least three rockets toward Zarit (Akko, HaZafon) and Shetula. No interceptions or direct hits to populated areas were reported, as the rockets fell in open areas near Zarit and Shetula. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Shetula,"33.0852, 35.3149",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired at least three rockets toward Zarit and Shetula (Akko, HaZafon) and Netu\",rockets,0,0
Hanita,"33.0875, 35.1736",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired rockets toward Rosh HaNikra, Shlomi, Hanita (Akko, HaZafon), Matzuva, and surrounding areas. No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Rosh HaNikra, Shlomi, Hanita, and Matzuva. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Snir,"33.2407, 35.6773",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired over 100 rockets toward the Golan Heights, causing sirens to also sound in Snir (Zefat, HaZafon). Some of the rockets were intercepted by the iron dome, while most fell in open areas in the Golan Heights. A small number of rockets fell in open areas near Snir. Israeli military forces struck the launch sites.",rockets,0,0
Gaaton,"33.0063, 35.2148",12-03-2024,"On 12 March 2024, Hezbollah forces in Lebanon fired rockets toward Gaaton, near Maalot (Akko, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets fell in open areas near Gaaton. Israeli military forces struck the launch sites with artillery fire.",rockets,0,0
Elon,"33.0637, 35.2201",11-03-2024,"On 11 March 2024, Hezbollah forces in Lebanon fired about 15 rockets toward northern Israel, including Elon (Akko, HaZafon) and surrounding towns. One of the rockets was intercepted, while the rest fell in open areas. Some of the rockets presumably fell in open areas near Elon.",rockets,0,0
Maalot,"33.0129, 35.2774",11-03-2024,"On 11 March 2024, Hezbollah forces in Lebanon fired about 15 rockets toward northern Israel, including Maalot (Akko, HaZafon). One of the rockets was intercepted, while the rest fell in open areas. At least one of the rockets fell in an open area near Maalot.",rockets,0,0
Margaliyyot,"33.2147, 35.5449",11-03-2024,"On 11 March 2024, Hezbollah forces in Lebanon fired about 15 rockets toward northern Israel, including Margaliyyot (Zefat, HaZafon) and surrounding towns. One of the rockets was intercepted, while the rest fell in open areas. Some of the rockets presumably fell in open areas near Margaliyyot.",rockets,0,0
Shetula,"33.0852, 35.3149",11-03-2024,"On 11 March 2024, Hezbollah forces in Lebanon fired an unspecified number of rockets toward northern Israel, causing sirens to sound in Shetula (Akko, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Shetula.",rockets,0,0
Kiryat Shmona,"33.2073, 35.572",11-03-2024,"On 11 March 2024, Hezbollah forces in Lebanon fired about 15 rockets toward northern Israel, including Kiryat Shmona (Zefat, HaZafon) and surrounding towns. One of the rockets was intercepted, while the rest fell in open areas. Some of the rockets presumably fell in open areas near Kiryat Shmona.",rockets,0,0
Baram,"33.0592, 35.4338",10-03-2024,"On 10 March 2024, Hezbollah forces in Lebanon fired about 37 rockets toward northern Israel, causing sirens to sound in Meron, Baram (Zefat, HaZafon), Dovev, Mount Meron, and surrounding towns. About seven of the rockets were intercepted, while the rest fell in open areas near Meron, Baram, and Dovev. Israeli military forces struck the launch sites. Hezbollah forces targeted Mount Meron and surrounding areas in response to earlier Israeli attacks in Lebanon.",rockets,0,0
Malkiyya,"33.0983, 35.5108",10-03-2024,"On 10 March 2024, Hezbollah forces in Lebanon fired an anti-tank missile toward Malkiyya (Zefat, HaZafon). The missile fell near Malkiyya and struck a military vehicle, causing damage. No casualties occurred.",anti-tank,0,0
Dovev,"33.0522, 35.4081",10-03-2024,"On 10 March 2024, Hezbollah forces in Lebanon fired about 37 rockets toward northern Israel, causing sirens to sound in Meron, Baram, Dovev (Zefat, HaZafon), Mount Meron, and surrounding towns. About seven of the rockets were intercepted, while the rest fell in open areas near Meron, Baram, and Dovev. Israeli military forces struck the launch sites. Hezbollah forces targeted Mount Meron and surrounding areas in response to earlier Israeli attacks in Lebanon.",rockets,0,0
Meron,"32.9878, 35.4409",10-03-2024,"On 10 March 2024, Hezbollah forces in Lebanon fired about 37 rockets toward northern Israel, causing sirens to sound in Meron (Zefat, HaZafon), Baram, Dovev, Mount Meron, and surrounding towns. About seven of the rockets were intercepted, while the rest fell in open areas near Meron, Baram, and Dovev. Israeli military forces struck the launch sites. Hezbollah forces targeted Mount Meron and surrounding areas in response to earlier Israeli attacks in Lebanon.",rockets,0,0
Mount Meron Base,"32.9975, 35.4123",10-03-2024,"On 10 March 2024, Hezbollah forces in Lebanon fired about 37 rockets toward northern Israel, causing sirens to sound in Meron, Baram, Dovev, Mount Meron (Akko, HaZafon), and surrounding towns. About seven of the rockets were intercepted, while the rest fell in open areas near Meron, Baram, Dovev, and Mount Meron. Israeli military forces struck the launch sites. Hezbollah forces targeted Mount Meron and surrounding areas in response to earlier Israeli attacks in Lebanon.",rockets,0,0
Hurfeish,"33.0177, 35.3461",09-03-2024,"Detonation: On 9 March 2024, Hezbollah forces in Lebanon fired two projectiles toward northern Israel, causing sirens to sound in Hurfeish (Zefat, HaZafon) and surrounding towns. The projectiles appeared to have exploded in the air over the area of Hurfeish before reaching their target. No casualties occurred.",projectile,0,0
Margaliyyot,"33.2147, 35.5449",09-03-2024,"On 9 March 2024, Hezbollah forces in Lebanon fired rockets toward Margaliyyot (Zefat, HaZafon) and surrounding towns. At least one rocket fell in an open area near Margaliyyot.",rockets,0,0
Yiftah,"33.1288, 35.5523",09-03-2024,"On 9 March 2024, Hezbollah forces in Lebanon fired one rocket toward Yiftah (Zefat, HaZafon). The rocket fell in an open area near Yiftah. In response, Israeli military forces struck the launch site.",unknown,0,0
Shlomi,"33.0726, 35.1458",08-03-2024,"On 8 March 2024, Hezbollah forces in Lebanon fired a rocket toward Shlomi (Akko, HaZafon). The rocket fell in an open area near Shlomi.",unknown,0,0
Dishon,"33.0814, 35.5174",08-03-2024,"On 8 March 2024, Hezbollah forces in Lebanon fired a barrage of seven rockets toward northern Israel, causing sirens to sound in Dishon (Zefat, HaZafon), Malkiyya, and Ramot Naftali. Two of the rockets were intercepted by the iron dome, while the rest fell in open areas near Dishon, Malkiyya, and Ramot Naftali. Hezbollah forces claimed to have targeted an IDF post in the area of Dishon. Israeli military forces retaliated with artillery fire toward the launch sites.",rockets,0,0
Avivim,"33.0889, 35.4723",08-03-2024,"On 8 March 2024, Hezbollah forces in Lebanon fired rockets toward Netu\",rockets,0,0
Malkiyya,"33.0983, 35.5108",08-03-2024,"On 8 March 2024, Hezbollah forces in Lebanon fired a barrage of seven rockets toward northern Israel, causing sirens to sound in Dishon, Malkiyya (Zefat, HaZafon), and Ramot Naftali. Two of the rockets were intercepted by the iron dome, while the rest fell in open areas near Dishon, Malkiyya, and Ramot Naftali. Israeli military forces retaliated with artillery fire toward the launch sites.",rockets,0,0
